tu_id	speaker	start	end	duration	text
57	SP2	124.209	127.069	2.860	 sì si si si secondo me: è una bella città in cui vivere
58	SP2	127.606	128.811	1.205	 e::h m:h
59	SP2	129.405	130.341	0.936	 non so
60	SP2	130.657	134.213	3.556	 se {P} poterci vivere forse con una famiglia [em::h l-]
61	SP1	133.311	135.564	2.253	 [okay quindi un po'] per giova[ni magari]
62	SP2	134.752	137.350	2.598	 [sì secondo me] è una città più per giovani per studenti:
63	SP2	138.119	139.905	1.786	 perché mh
64	SP2	140.551	145.512	4.961	 sì ci sono molte attività: che puoi fare poi sicuramente ci sono cose anche per per le famiglie chiaramente
65	SP2	146.153	149.260	3.107	 però:: mi sembra un po' più a misura di: di giova[ni]
66	SP1	149.102	149.465	0.363	 [mhmh]
67	SP2	149.559	150.846	1.287	 che: che famiglia
68	SP1	150.991	153.901	2.910	 e: per esempio i suoi punti forti secondo te quali sono?
69	SP2	154.495	156.572	2.077	 ah i punti forti::
70	SP2	156.807	157.905	1.098	 sicuramente:
71	SP2	158.559	159.611	1.052	 m::h
72	SP2	159.841	162.858	3.017	 la storia cioè l'architettura, il il centro stori[co eh]
73	SP1	162.410	162.777	0.367	 [mhmh]
74	SP2	163.098	165.846	2.748	 proprio piena di:: m:h dalle torri
75	SP2	165.995	170.923	4.928	 a::: san petronio insomma è proprio bella a livello >secondo me< architettonico:
76	SP2	171.162	171.935	0.773	 storico
77	SP2	172.555	179.661	7.106	 e:::h poi la vita {P} c'è sempre un sacco di cose da fare se xx esci è pieno di gente [in centro in] tutti i locali:
78	SP1	178.257	178.911	0.654	 [è vero]
79	SP2	180.106	183.500	3.394	 e::h poi senti che arriva: è molto vissuta come città
80	SP2	184.397	189.320	4.923	 e::h poi vabbè ci sono concerti, stadio c(io)è ci sono tante cose da fare:: se se vuoi:
81	SP2	189.690	192.707	3.017	 se vuoi viverla quindi secondo me queste sono un [po':]
82	SP1	192.508	194.795	2.287	 [i mezzi] di trasporto: anche:
83	SP2	194.812	199.022	4.210	 e::h i mezzi di trasporto: >come dicevo< se sei in centro s- dentro alle mura:
84	SP2	199.696	202.580	2.884	 m::h vai in bicicletta, vai a piedi ovunque
85	SP2	202.812	203.762	0.950	 menomale
86	SP2	204.475	208.215	3.740	 anche l'autobus secondo me funziona abbastanza bene n:on mi sembra:
87	SP2	208.911	209.513	0.602	 c(io)è
88	SP2	209.806	212.033	2.227	 particolarmente: inefficenti
